"","corpusngram1","n"
"24355","bios",4
"24356","biotech",4
"24357","birdhouse",4
"24358","birdsong",4
"24359","blackbird",4
"24360","blacked",4
"24361","blacksmith",4
"24362","blairs",4
"24363","blameless",4
"24364","blanco",4
"24365","blaring",4
"24366","bleached",4
"24367","bled",4
"24368","blepharitis",4
"24369","blesses",4
"24370","blight",4
"24371","blinding",4
"24372","blindsided",4
"24373","blini",4
"24374","blinked",4
"24375","blister",4
"24376","blood”",4
"24377","bloomington",4
"24378","blunts",4
"24379","boa",4
"24380","boarded",4
"24381","boasting",4
"24382","boating",4
"24383","bobs",4
"24384","boden",4
"24385","body’",4
"24386","boehners",4
"24387","boer",4
"24388","bogged",4
"24389","bolden",4
"24390","bolder",4
"24391","bollinger",4
"24392","bombarded",4
"24393","bombings",4
"24394","bondholders",4
"24395","bondi",4
"24396","bonifacio",4
"24397","bonnet",4
"24398","boogie",4
"24399","booing",4
"24400","bookcase",4
"24401","bookshelf",4
"24402","boos",4
"24403","booted",4
"24404","bora",4
"24405","borg",4
"24406","borges",4
"24407","boroughs",4
"24408","bosnian",4
"24409","bossing",4
"24410","bostons",4
"24411","botched",4
"24412","botswana",4
"24413","bottomed",4
"24414","bounces",4
"24415","bourgeois",4
"24416","bourne",4
"24417","bowden",4
"24418","bowles",4
"24419","bowlsby",4
"24420","boyce",4
"24421","boyish",4
"24422","boy”",4
"24423","bps",4
"24424","brackets",4
"24425","braclets",4
"24426","braden",4
"24427","bragg",4
"24428","brake",4
"24429","branden",4
"24430","brasserie",4
"24431","brault",4
"24432","bravely",4
"24433","braxton",4
"24434","brazen",4
"24435","brb",4
"24436","breaching",4
"24437","breading",4
"24438","breaker",4
"24439","break”",4
"24440","breckenridge",4
"24441","breeder",4
"24442","breese",4
"24443","breezes",4
"24444","breslin",4
"24445","brewdog",4
"24446","brewster",4
"24447","bribing",4
"24448","bridget",4
"24449","bridging",4
"24450","briefed",4
"24451","briefest",4
"24452","brightened",4
"24453","brine",4
"24454","brio",4
"24455","brioche",4
"24456","britain’",4
"24457","broach",4
"24458","broached",4
"24459","brochure",4
"24460","brodies",4
"24461","brodsky",4
"24462","broiled",4
"24463","brokeback",4
"24464","brokered",4
"24465","bron",4
"24466","bronchitis",4
"24467","bronte",4
"24468","bronzer",4
"24469","brookings",4
"24470","brooklyns",4
"24471","broomfield",4
"24472","brouwer",4
"24473","broward",4
"24474","brows",4
"24475","browsers",4
"24476","bruise",4
"24477","brut",4
"24478","budgetary",4
"24479","buff",4
"24480","buford",4
"24481","bugging",4
"24482","bulgaria",4
"24483","bulging",4
"24484","bullion",4
"24485","bummed",4
"24486","bundt",4
"24487","bungee",4
"24488","burbank",4
"24489","bureaucratic",4
"24490","buren",4
"24491","burgess",4
"24492","burrow",4
"24493","burrows",4
"24494","buscema",4
"24495","business”",4
"24496","buss",4
"24497","busters",4
"24498","butterfield",4
"24499","butternut",4
"24500","buttonholes",4
"24501","buzzed",4
"24502","bygone",4
"24503","byu",4
"24504","cabins",4
"24505","cabreras",4
"24506","cadenza",4
"24507","cadre",4
"24508","cahokia",4
"24509","caine",4
"24510","calaboz",4
"24511","calculators",4
"24512","calculus",4
"24513","caliber",4
"24514","callback",4
"24515","callie",4
"24516","calvary",4
"24517","calypso",4
"24518","camelback",4
"24519","cameron’",4
"24520","campari",4
"24521","campsite",4
"24522","camra",4
"24523","cams",4
"24524","canadas",4
"24525","canceling",4
"24526","canning",4
"24527","cano",4
"24528","canoe",4
"24529","canonical",4
"24530","canucks",4
"24531","canvassing",4
"24532","capcom",4
"24533","capistrano",4
"24534","capri",4
"24535","captioning",4
"24536","captivity",4
"24537","carat",4
"24538","cardiff",4
"24539","cardiologist",4
"24540","carefree",4
"24541","carell",4
"24542","caretaker",4
"24543","cargill",4
"24544","carla",4
"24545","carlotta",4
"24546","carls",4
"24547","carlyle",4
"24548","carmakers",4
"24549","carmona",4
"24550","carnage",4
"24551","carpeting",4
"24552","carte",4
"24553","carvings",4
"24554","cascading",4
"24555","cashiers",4
"24556","casks",4
"24557","casper",4
"24558","cathedrals",4
"24559","cato",4
"24560","catonsville",4
"24561","catwoman",4
"24562","cauldron",4
"24563","caustic",4
"24564","cavalier",4
"24565","caved",4
"24566","cavities",4
"24567","caylee",4
"24568","cba",4
"24569","cecilia",4
"24570","cedric",4
"24571","celebs",4
"24572","celiac",4
"24573","celibacy",4
"24574","celine",4
"24575","cellist",4
"24576","celluloid",4
"24577","centering",4
"24578","centralization",4
"24579","cereals",4
"24580","ceremonie",4
"24581","certify",4
"24582","cervantes",4
"24583","ces",4
"24584","ceviche",4
"24585","cfo",4
"24586","cfs",4
"24587","chablis",4
"24588","chained",4
"24589","championed",4
"24590","change”",4
"24591","channing",4
"24592","chaps",4
"24593","char",4
"24594","character’",4
"24595","chardonnays",4
"24596","chariot",4
"24597","charlies",4
"24598","chasers",4
"24599","cheaply",4
"24600","cheaters",4
"24601","checkered",4
"24602","checkup",4
"24603","cheeky",4
"24604","cheerios",4
"24605","cheerleaders",4
"24606","chef-owner",4
"24607","chef’",4
"24608","cheri",4
"24609","chetan",4
"24610","chevron",4
"24611","chevrons",4
"24612","chewed",4
"24613","chews",4
"24614","chia",4
"24615","chiang",4
"24616","child-care",4
"24617","childcare",4
"24618","chilis",4
"24619","chimed",4
"24620","chinati",4
"24621","china’",4
"24622","chipboard",4
"24623","chivas",4
"24624","choc",4
"24625","choppers",4
"24626","choreographing",4
"24627","christa",4
"24628","christened",4
"24629","christs",4
"24630","chrysanthemum",4
"24631","chucks",4
"24632","chug",4
"24633","chump",4
"24634","church’",4
"24635","cincy",4
"24636","cinematographer",4
"24637","cio",4
"24638","cipriano",4
"24639","circled",4
"24640","circulate",4
"24641","cisco",4
"24642","citi",4
"24643","citrine",4
"24644","citrusy",4
"24645","city-wide",4
"24646","civilizations",4
"24647","clapped",4
"24648","clarified",4
"24649","clarifying",4
"24650","clashed",4
"24651","claws",4
"24652","cleanest",4
"24653","cleanly",4
"24654","cleanser",4
"24655","cleanups",4
"24656","clear-cut",4
"24657","clegg",4
"24658","clemente",4
"24659","clementi",4
"24660","cleric",4
"24661","cletus",4
"24662","clinched",4
"24663","clinging",4
"24664","clintons",4
"24665","clipper",4
"24666","clique",4
"24667","clobbered",4
"24668","clogs",4
"24669","closings",4
"24670","clothesline",4
"24671","clover",4
"24672","clumsy",4
"24673","clunker",4
"24674","cmos",4
"24675","cms",4
"24676","co-sponsored",4
"24677","co-sponsors",4
"24678","co-starring",4
"24679","coal-fired",4
"24680","coarsely",4
"24681","coasting",4
"24682","coasts",4
"24683","cobra",4
"24684","coconuts",4
"24685","coddled",4
"24686","coffeeshop",4
"24687","cohesion",4
"24688","cohorts",4
"24689","coincided",4
"24690","cola",4
"24691","coldness",4
"24692","coldplay",4
"24693","colemans",4
"24694","collaborations",4
"24695","collaboratively",4
"24696","collapses",4
"24697","colleen",4
"24698","collinwood",4
"24699","colombian",4
"24700","colonies",4
"24701","columbiana",4
"24702","combatants",4
"24703","combos",4
"24704","combustion",4
"24705","comet",4
"24706","comets",4
"24707","comical",4
"24708","commandments",4
"24709","commemorates",4
"24710","commemoration",4
"24711","commenter",4
"24712","commercially",4
"24713","commits",4
"24714","communicates",4
"24715","communists",4
"24716","compel",4
"24717","competency",4
"24718","complying",4
"24719","compositions",4
"24720","compote",4
"24721","conceivable",4
"24722","concentrations",4
"24723","concerted",4
"24724","concoctions",4
"24725","concur",4
"24726","concurrent",4
"24727","condensing",4
"24728","condiments",4
"24729","conditional",4
"24730","conditioned",4
"24731","condominiums",4
"24732","conducive",4
"24733","conduit",4
"24734","confer",4
"24735","confided",4
"24736","configuration",4
"24737","configured",4
"24738","confinement",4
"24739","confluence",4
"24740","conforming",4
"24741","confrontational",4
"24742","cong",4
"24743","conga",4
"24744","conglomerate",4
"24745","congratulated",4
"24746","conner",4
"24747","conocophillips",4
"24748","conquering",4
"24749","conquest",4
"24750","consecration",4
"24751","consensual",4
"24752","consignment",4
"24753","consolidated",4
"24754","conspire",4
"24755","conspired",4
"24756","constituencies",4
"24757","consulate",4
"24758","consultancy",4
"24759","contemporaries",4
"24760","contemptuous",4
"24761","contexts",4
"24762","contra",4
"24763","contradicted",4
"24764","contradictory",4
"24765","contreras",4
"24766","controllers",4
"24767","convent",4
"24768","converge",4
"24769","converged",4
"24770","cooperstown",4
"24771","coops",4
"24772","coppa",4
"24773","copyrighted",4
"24774","copyrights",4
"24775","corbett",4
"24776","corcoran",4
"24777","corden",4
"24778","cork",4
"24779","corkage",4
"24780","cornered",4
"24781","cornerstone",4
"24782","cornett",4
"24783","coronado",4
"24784","coronary",4
"24785","corporal",4
"24786","corpus",4
"24787","corrupts",4
"24788","cortez",4
"24789","cosgrove",4
"24790","cosmopolitan",4
"24791","cost-cutting",4
"24792","costumed",4
"24793","cotta",4
"24794","cottages",4
"24795","couched",4
"24796","coulda",4
"24797","councilmen",4
"24798","counseled",4
"24799","counterfeit",4
"24800","countryman",4
"24801","couple’",4
"24802","couponing",4
"24803","courted",4
"24804","courtship",4
"24805","cozumel",4
"24806","cp3",4
"24807","cpl",4
"24808","crammed",4
"24809","cranes",4
"24810","crawls",4
"24811","crazier",4
"24812","crct",4
"24813","creamer",4
"24814","creaminess",4
"24815","crean",4
"24816","creatively",4
"24817","cred",4
"24818","creeper",4
"24819","crematory",4
"24820","crenshaw",4
"24821","crevices",4
"24822","criminality",4
"24823","cringed",4
"24824","cristian",4
"24825","crit",4
"24826","critiques",4
"24827","critiquing",4
"24828","critter",4
"24829","crock",4
"24830","crockpot",4
"24831","cromwell",4
"24832","crooks",4
"24833","crore",4
"24834","crotch",4
"24835","crowder",4
"24836","crowdsourcing",4
"24837","crowe",4
"24838","crowell",4
"24839","crowing",4
"24840","crowley",4
"24841","crp",4
"24842","crucified",4
"24843","crumbles",4
"24844","crumpled",4
"24845","crusaders",4
"24846","crystal-clear",4
"24847","csir",4
"24848","cso",4
"24849","cst",4
"24850","cudi",4
"24851","cullen",4
"24852","culprit",4
"24853","cultivate",4
"24854","cultivating",4
"24855","cumbersome",4
"24856","cummings",4
"24857","cumulative",4
"24858","cuomo’",4
"24859","cupid",4
"24860","curated",4
"24861","curators",4
"24862","curbs",4
"24863","cures",4
"24864","curfew",4
"24865","currant",4
"24866","curt",4
"24867","cusp",4
"24868","cutie",4
"24869","cutoff",4
"24870","cylinder",4
"24871","cynicism",4
"24872","dabble",4
"24873","dacula",4
"24874","daisies",4
"24875","dali",4
"24876","dangled",4
"24877","dangling",4
"24878","danica",4
"24879","danielson",4
"24880","danilo",4
"24881","dapper",4
"24882","darby",4
"24883","darcy",4
"24884","darkened",4
"24885","darlene",4
"24886","darryl",4
"24887","darth",4
"24888","das",4
"24889","dashes",4
"24890","dashing",4
"24891","dauntless",4
"24892","dawg",4
"24893","dcs",4
"24894","deadbeat",4
"24895","deal”",4
"24896","deanna",4
"24897","dearth",4
"24898","debilitating",4
"24899","debtors",4
"24900","decade-long",4
"24901","decayed",4
"24902","deceive",4
"24903","decisively",4
"24904","decoding",4
"24905","decorator",4
"24906","decoy",4
"24907","defaulted",4
"24908","deficiency",4
"24909","deflated",4
"24910","deflating",4
"24911","defunct",4
"24912","defying",4
"24913","dehydration",4
"24914","deja",4
"24915","dekraai",4
"24916","delaney",4
"24917","delectable",4
"24918","deleting",4
"24919","deliberating",4
"24920","delicacy",4
"24921","delirious",4
"24922","delmar",4
"24923","delusions",4
"24924","delved",4
"24925","demeaning",4
"24926","denotes",4
"24927","denton",4
"24928","departs",4
"24929","depended",4
"24930","deployments",4
"24931","deportations",4
"24932","depressive",4
"24933","deprive",4
"24934","deprived",4
"24935","deptford",4
"24936","deranged",4
"24937","deregulation",4
"24938","derision",4
"24939","derisive",4
"24940","derives",4
"24941","deschanel",4
"24942","designating",4
"24943","designer’",4
"24944","despairing",4
"24945","destitute",4
"24946","destroyer",4
"24947","detainees",4
"24948","detection",4
"24949","deteriorate",4
"24950","detriment",4
"24951","detritus",4
"24952","devalue",4
"24953","devastation",4
"24954","deviate",4
"24955","deviation",4
"24956","devilish",4
"24957","devoid",4
"24958","devotees",4
"24959","devotes",4
"24960","dg",4
"24961","dha",4
"24962","dicaprio",4
"24963","dickens’",4
"24964","dickson",4
"24965","diegans",4
"24966","diegos",4
"24967","diehard",4
"24968","diem",4
"24969","differed",4
"24970","differentiated",4
"24971","digestive",4
"24972","digg",4
"24973","digga",4
"24974","digit",4
"24975","dilla",4
"24976","dimmed",4
"24977","din",4
"24978","dinah",4
"24979","dink",4
"24980","dinky",4
"24981","diplomat",4
"24982","directives",4
"24983","directorate",4
"24984","discarding",4
"24985","discontented",4
"24986","discreet",4
"24987","discriminatory",4
"24988","disgrace",4
"24989","disgraced",4
"24990","disgruntled",4
"24991","dishonest",4
"24992","dishonesty",4
"24993","disintegrated",4
"24994","disintegration",4
"24995","disinterest",4
"24996","dismal",4
"24997","disorganized",4
"24998","disoriented",4
"24999","dispenser",4
"25000","disperse",4
"25001","dispersed",4
"25002","displeased",4
"25003","disprove",4
"25004","disrepair",4
"25005","disreputable",4
"25006","distilling",4
"25007","diver",4
"25008","diversions",4
"25009","dives",4
"25010","divisive",4
"25011","dix",4
"25012","dizziness",4
"25013","dnr",4
"25014","dnt",4
"25015","docked",4
"25016","docking",4
"25017","dodged",4
"25018","dodging",4
"25019","dogg",4
"25020","doggie",4
"25021","dogwood",4
"25022","dog’",4
"25023","domains",4
"25024","domestic-violence",4
"25025","domination",4
"25026","domino",4
"25027","donnelly",4
"25028","dons",4
"25029","doozers",4
"25030","doreen",4
"25031","doris",4
"25032","doritos",4
"25033","double-digits",4
"25034","double-double",4
"25035","doubleheader",4
"25036","doubters",4
"25037","douchebag",4
"25038","downgraded",4
"25039","downgrades",4
"25040","downsize",4
"25041","drab",4
"25042","drapes",4
"25043","dreads",4
"25044","dressings",4
"25045","drifts",4
"25046","drive-in",4
"25047","drizzled",4
"25048","dropout",4
"25049","droves",4
"25050","drugstores",4
"25051","drumbeat",4
"25052","drumline",4
"25053","drunks",4
"25054","dubstep",4
"25055","dueling",4
"25056","duerson",4
"25057","duffy",4
"25058","dugan",4
"25059","dullahan",4
"25060","dumpling",4
"25061","dunst",4
"25062","duplex",4
"25063","dupont",4
"25064","duquette",4
"25065","duran",4
"25066","duvet",4
"25067","dwarf",4
"25068","dwarfing",4
"25069","dwyane",4
"25070","dwyer",4
"25071","eachother",4
"25072","earlobe",4
"25073","earmarks",4
"25074","earners",4
"25075","easel",4
"25076","eastlake",4
"25077","easy-going",4
"25078","easygoing",4
"25079","eccentricities",4
"25080","edgewater",4
"25081","edging",4
"25082","edith",4
"25083","edmund",4
"25084","edmundscom",4
"25085","ee",4
"25086","eels",4
"25087","effected",4
"25088","effing",4
"25089","egyptians",4
"25090","egypts",4
"25091","egypt’",4
"25092","eight-year",4
"25093","eighty",4
"25094","elaborates",4
"25095","elantra",4
"25096","elbert",4
"25097","election-year",4
"25098","elegantly",4
"25099","elemental",4
"25100","elli",4
"25101","ellison",4
"25102","elphaba",4
"25103","elsie",4
"25104","emanating",4
"25105","embers",4
"25106","embezzlement",4
"25107","embodiment",4
"25108","embroidered",4
"25109","emcee",4
"25110","eminem",4
"25111","emission",4
"25112","emits",4
"25113","emmys",4
"25114","emo",4
"25115","emotive",4
"25116","empanadas",4
"25117","emphatic",4
"25118","empirical",4
"25119","emts",4
"25120","emulsion",4
"25121","enacting",4
"25122","enamored",4
"25123","enchanting",4
"25124","enchiladas",4
"25125","encoding",4
"25126","encroachment",4
"25127","endplate",4
"25128","enema",4
"25129","englewood",4
"25130","english-speaking",4
"25131","enigma",4
"25132","enlarge",4
"25133","enlighten",4
"25134","enormously",4
"25135","enrolling",4
"25136","ensembles",4
"25137","entertainers",4
"25138","enthused",4
"25139","entranced",4
"25140","envious",4
"25141","envisions",4
"25142","eos",4
"25143","epc",4
"25144","ephemera",4
"25145","epstein",4
"25146","equates",4
"25147","equator",4
"25148","equivalents",4
"25149","ereader",4
"25150","erect",4
"25151","erection",4
"25152","erics",4
"25153","erika",4
"25154","errand",4
"25155","erratic",4
"25156","erred",4
"25157","esb",4
"25158","escalation",4
"25159","escapism",4
"25160","escobar",4
"25161","escondido",4
"25162","escorts",4
"25163","eskimo",4
"25164","espinoza",4
"25165","espncom",4
"25166","esposito",4
"25167","esteem",4
"25168","esther",4
"25169","eta",4
"25170","eternally",4
"25171","eugenics",4
"25172","euphoria",4
"25173","euphoric",4
"25174","europe’",4
"25175","euthanasia",4
"25176","euthanized",4
"25177","evansville",4
"25178","evasion",4
"25179","evens",4
"25180","ever-growing",4
"25181","everything”",4
"25182","evicted",4
