"","corpusngram4","n"
"29836","hands in the air",2
"29837","hands on the head",2
"29838","hang from the ceiling",2
"29839","hang in there you",2
"29840","hang out at the",2
"29841","hang out on the",2
"29842","hanging on the walls",2
"29843","hanging out with friends",2
"29844","hanging out with me",2
"29845","hangs head in shame",2
"29846","happen in the next",2
"29847","happen sooner or later",2
"29848","happened in my life",2
"29849","happened in the first",2
"29850","happened in the garden",2
"29851","happened in the past",2
"29852","happened the day before",2
"29853","happened the last time",2
"29854","happened to be in",2
"29855","happened to me and",2
"29856","happened to me today",2
"29857","happens to be a",2
"29858","happens to be in",2
"29859","happens to be the",2
"29860","happens when you get",2
"29861","happens when you have",2
"29862","happiness is a choice",2
"29863","happiness project by gretchen",2
"29864","happy and healthy new",2
"29865","happy cinco de mayo",2
"29866","happy fathers day to",2
"29867","happy happy joy joy",2
"29868","happy hour 4-6 pm",2
"29869","happy hour starts at",2
"29870","happy hump day to",2
"29871","happy i got to",2
"29872","happy mothers day all",2
"29873","happy mothers day from",2
"29874","happy mothers day mom",2
"29875","happy new year it",2
"29876","happy new years eve",2
"29877","happy shall he be",2
"29878","happy the result was",2
"29879","happy to be a",2
"29880","happy to be able",2
"29881","happy to be back",2
"29882","happy to be living",2
"29883","happy to be there",2
"29884","happy to follow you",2
"29885","happy to give you",2
"29886","happy to hear that",2
"29887","happy to help you",2
"29888","happy to know that",2
"29889","happy to provide a",2
"29890","happy to say that",2
"29891","happy to see you",2
"29892","happy valentines day everyone",2
"29893","happy valentines day to",2
"29894","happy with how they",2
"29895","happy with the effort",2
"29896","happy with the result",2
"29897","happy with what i",2
"29898","hard for him to",2
"29899","hard i have a",2
"29900","hard it is to",2
"29901","hard to create an",2
"29902","hard to deal with",2
"29903","hard to get a",2
"29904","hard to get any",2
"29905","hard to get back",2
"29906","hard to have a",2
"29907","hard to imagine that",2
"29908","hard to imagine what",2
"29909","hard to make it",2
"29910","hard to pin down",2
"29911","hard to stick to",2
"29912","hard to tell from",2
"29913","hard to win it",2
"29914","hard to work with",2
"29915","hard working interested smart",2
"29916","harder than i thought",2
"29917","hardest part for me",2
"29918","harper also had an",2
"29919","harrison had a run-scoring",2
"29920","harrison smith notre dame",2
"29921","harry and his friends",2
"29922","harry potter and the",2
"29923","harsh criticism at home",2
"29924","has 20 years of",2
"29925","has a better shot",2
"29926","has a bit more",2
"29927","has a chance to",2
"29928","has a flair for",2
"29929","has a great deal",2
"29930","has a lot to",2
"29931","has a masters degree",2
"29932","has a nice ring",2
"29933","has a phd in",2
"29934","has a place in",2
"29935","has a population of",2
"29936","has a right to",2
"29937","has a special interest",2
"29938","has a staff of",2
"29939","has a thing for",2
"29940","has a total of",2
"29941","has a variety of",2
"29942","has a walking track",2
"29943","has a way of",2
"29944","has about 150 employees",2
"29945","has added up to",2
"29946","has all the answers",2
"29947","has already been announced",2
"29948","has already been used",2
"29949","has already begun in",2
"29950","has already started a",2
"29951","has also led to",2
"29952","has always been in",2
"29953","has always been our",2
"29954","has always been that",2
"29955","has appeared in the",2
"29956","has become a national",2
"29957","has become clear to",2
"29958","has become such a",2
"29959","has been a favorite",2
"29960","has been a hit",2
"29961","has been a major",2
"29962","has been a part",2
"29963","has been a real",2
"29964","has been a really",2
"29965","has been a strange",2
"29966","has been active in",2
"29967","has been ages since",2
"29968","has been allowed to",2
"29969","has been among the",2
"29970","has been asked to",2
"29971","has been called a",2
"29972","has been caring for",2
"29973","has been delayed again",2
"29974","has been doing his",2
"29975","has been fighting for",2
"29976","has been focused on",2
"29977","has been for the",2
"29978","has been going for",2
"29979","has been going on",2
"29980","has been in my",2
"29981","has been indicted on",2
"29982","has been instrumental in",2
"29983","has been killed by",2
"29984","has been known for",2
"29985","has been linked to",2
"29986","has been made in",2
"29987","has been named to",2
"29988","has been observed in",2
"29989","has been on an",2
"29990","has been played by",2
"29991","has been postponed until",2
"29992","has been published in",2
"29993","has been pushing for",2
"29994","has been put on",2
"29995","has been quite a",2
"29996","has been reduced to",2
"29997","has been replaced by",2
"29998","has been sent to",2
"29999","has been set up",2
"30000","has been talking about",2
"30001","has been talking with",2
"30002","has been the longest",2
"30003","has been the most",2
"30004","has been turned into",2
"30005","has been under fire",2
"30006","has been under the",2
"30007","has been up to",2
"30008","has been used for",2
"30009","has been used to",2
"30010","has been watching her",2
"30011","has been what has",2
"30012","has been working with",2
"30013","has been written about",2
"30014","has canceled a scheduled",2
"30015","has come off the",2
"30016","has developed over the",2
"30017","has done for us",2
"30018","has done nothing to",2
"30019","has done to him",2
"30020","has down syndrome and",2
"30021","has earned a reputation",2
"30022","has ever had a",2
"30023","has failed to make",2
"30024","has fallen into a",2
"30025","has filed a lawsuit",2
"30026","has followed up with",2
"30027","has given us the",2
"30028","has going for it",2
"30029","has gone by fast",2
"30030","has gone from being",2
"30031","has gone on to",2
"30032","has gone through the",2
"30033","has gone up and",2
"30034","has grown into a",2
"30035","has had some misses",2
"30036","has happened to you",2
"30037","has held the seat",2
"30038","has helped me to",2
"30039","has hit safely in",2
"30040","has inspired me to",2
"30041","has it been more",2
"30042","has kept me from",2
"30043","has led me to",2
"30044","has led to a",2
"30045","has led to the",2
"30046","has long been known",2
"30047","has lost one of",2
"30048","has made a difference",2
"30049","has made it clear",2
"30050","has made it his",2
"30051","has made my day",2
"30052","has more than doubled",2
"30053","has never been better",2
"30054","has never had a",2
"30055","has nine points three",2
"30056","has no bearing on",2
"30057","has no intention of",2
"30058","has no record of",2
"30059","has no use for",2
"30060","has not been a",2
"30061","has not been able",2
"30062","has not been announced",2
"30063","has not said what",2
"30064","has one year left",2
"30065","has picked up on",2
"30066","has pleaded not guilty",2
"30067","has proved to be",2
"30068","has quickly become a",2
"30069","has received a lot",2
"30070","has resulted in the",2
"30071","has ruled that a",2
"30072","has run its course",2
"30073","has said he believes",2
"30074","has said he will",2
"30075","has said it will",2
"30076","has served as a",2
"30077","has served as interim",2
"30078","has sold more than",2
"30079","has some of the",2
"30080","has spent most of",2
"30081","has spent tens of",2
"30082","has taken its toll",2
"30083","has that kind of",2
"30084","has the ability to",2
"30085","has the final say",2
"30086","has the lead role",2
"30087","has the most amazing",2
"30088","has this ever happened",2
"30089","has to be cleaned",2
"30090","has to be in",2
"30091","has to be said",2
"30092","has to be this",2
"30093","has to do the",2
"30094","has turned into an",2
"30095","has turned into the",2
"30096","has turned out to",2
"30097","has two thumbs and",2
"30098","has whipped up a",2
"30099","has worked in the",2
"30100","has yet to become",2
"30101","has yet to come",2
"30102","has yet to endorse",2
"30103","has yet to rule",2
"30104","hasnt been able to",2
"30105","hasnt had time to",2
"30106","hat ways of designing",2
"30107","hate it when he",2
"30108","hate it when i",2
"30109","hate it when people",2
"30110","hate when a customer",2
"30111","hated hated hated hated",2
"30112","hath highly exalted him",2
"30113","haunted by jon pertwee",2
"30114","have 30 days to",2
"30115","have a bearing on",2
"30116","have a beer with",2
"30117","have a big game",2
"30118","have a brand new",2
"30119","have a break from",2
"30120","have a bunch of",2
"30121","have a card to",2
"30122","have a child at",2
"30123","have a client that",2
"30124","have a clue what",2
"30125","have a command of",2
"30126","have a common interest",2
"30127","have a copy of",2
"30128","have a couple more",2
"30129","have a different view",2
"30130","have a difficult time",2
"30131","have a feeling that",2
"30132","have a few friends",2
"30133","have a few minutes",2
"30134","have a good chance",2
"30135","have a good enough",2
"30136","have a good night",2
"30137","have a good sleep",2
"30138","have a great relationship",2
"30139","have a job i",2
"30140","have a list of",2
"30141","have a little bit",2
"30142","have a little fun",2
"30143","have a lot more",2
"30144","have a lot on",2
"30145","have a loving family",2
"30146","have a mix of",2
"30147","have a nice day",2
